Name of Institution,Street Address,City,ZIP Code,County,Georeference
Solvay Bank,7421 Oswego Road,Liverpool,13088,Onondaga,POINT (-76.22085 43.12898)
Sperry Associates Federal Credit Union,365 Lakeville Rd.,Great Neck,11020,Nassau,POINT (-73.70439 40.75846)
Sperry Associates Federal Credit Union,600 Community Drive,Manhasset,11030,Nassau,POINT (-73.7023 40.772)
Spring Bank,356 Van Brunt St.,Brooklyn,11231,Kings,POINT (-74.01246 40.67771)
Spring Bank,69 East 167th Street,Bronx,10452,Bronx,POINT (-73.92042 40.83547)
Steuben Trust Company,7329 SENECA ROAD NORTH,HORNELL,14843,Steuben,POINT (-77.66204 42.35711)
Steuben Trust Company,1 Saxon Drive,Alfred,14803,Allegany,POINT (-77.79033 42.25395)
Steuben Trust Company,10 Upper College Drive,Alfred,14803,Allegany,POINT (-77.79023 42.25867)
Suffolk Federal Credit Union,121 Speonk-Riverhead Road,Riverhead,11901,Suffolk,POINT (-72.6984 40.87512)
Suffolk Federal Credit Union,210 Center Drive,Riverhead,11901,Suffolk,POINT (-72.66956 40.91478)
Suffolk Federal Credit Union,75 N Country Road,Port Jefferson,11777,Suffolk,POINT (-73.05372 40.93872)
Suffolk Federal Credit Union,200 Belle Terre Road,Port Jefferson,11777,Suffolk,POINT (-73.06023 40.94663)
Suffolk Federal Credit Union,213-215 North Main Street,Sayville,11782,Suffolk,POINT (-73.07941 40.7388)
Suffolk Federal Credit Union,727 Veterans Memorial Highway,Hauppauge,11788,Suffolk,POINT (-73.20687 40.82221)
Suffolk Federal Credit Union,100 Arrivals Avenue,Ronkonoma,11779,Suffolk,POINT (-73.09784 40.78969)
Suffolk Federal Credit Union,3085 Veterans Memorial Highway,Ronkonkoma,11779,Suffolk,POINT (-73.13466 40.78883)
Suffolk Federal Credit Union,1 Independence Hill,Farmingville,11738,Suffolk,POINT (-73.01597 40.84519)
Suffolk Federal Credit Union,200 Sunrise Highway,Lindenhurst,11757,Suffolk,POINT (-73.37466 40.70442)
Suffolk Federal Credit Union,655 Main Street,Islip,11751,Suffolk,POINT (-73.2112 40.73041)
Suffolk Federal Credit Union,1001 Crooked Hill Road,Brentwood,11717,Suffolk,POINT (-73.27026 40.79794)
Suffolk Federal Credit Union,100 Center Drive South,Riverhead,11901,Suffolk,POINT (-72.66853 40.91207)
Suffolk Federal Credit Union,"850 North Country Road Drive, Route 39",Southampton,11968,Suffolk,POINT (-72.42624 40.89221)
Suffolk Federal Credit Union,5 Eastport Manor Road,Eastport,11941,Suffolk,POINT (-72.73323 40.82722)
Suffolk Federal Credit Union,1 Court Street,Riverhead,11901,Suffolk,POINT (-72.66605 40.91915)
Suffolk Federal Credit Union,1071 Park Avenue,Huntington,11743,Suffolk,POINT (-73.3634 40.83467)
Suffolk Federal Credit Union,1630 5th Avenue,Bay Shore,11706,Suffolk,POINT (-73.26311 40.75811)
Suffolk Federal Credit Union,533 College Road,Selden,11784,Suffolk,POINT (-73.05575 40.84712)
Suffolk Federal Credit Union,3 Courthouse Drive,Central Islip,11722,Suffolk,POINT (-73.19283 40.76437)
Suffolk Federal Credit Union,1282 Motor Parkway,Islandia,11749,Suffolk,POINT (-73.19433 40.80486)
Suffolk Federal Credit Union,3681 Horseblock Road,Medford,11763,Suffolk,POINT (-72.96078 40.81662)
Suffolk Federal Credit Union,30 Yaphank Avenue,Yaphank,11980,Suffolk,POINT (-72.91763 40.8202)
Suffolk Federal Credit Union,400 Carleton Avenue,Central Islip,11722,Suffolk,POINT (-73.19419 40.7618)
Suffolk Federal Credit Union,691 Route 25A,Miller Place,11764,Suffolk,POINT (-72.97754 40.94345)
Suffolk Federal Credit Union,2 Enterprise Zone Drive,Riverhead,11901,Suffolk,POINT (-72.65228 40.9131)
Suffolk Federal Credit Union,6150 Jericho Turnpike,Commack,11725,Suffolk,POINT (-73.30265 40.84175)
Suffolk Federal Credit Union,100 Veterans Memorial Highway,Hauppauge,11788,Suffolk,POINT (-73.22519 40.82144)
Suffolk Federal Credit Union,50-108 Route 109,West Babylon,11704,Suffolk,POINT (-73.34587 40.70469)
Suffolk Federal Credit Union,1 Peace Keepers Drive,Southampton,11968,Suffolk,
Suffolk Federal Credit Union,Captree Commons/Student Lounge,Brentwood,11717,Suffolk,
Suma Yonker Federal Credit Union,125 Corporate Boulevard,Yonkers,10701,Westchester,POINT (-73.8791 40.97008)
Summit Bank,West Genesee & Onondaga Blvd,Camillus,13031,Onondaga,
Summit Bank,Jerusalem Road and Meadowbrook,Uniondale,11553,Nassau,POINT (-73.59605 40.70099)
Summit Bank,3735 Union Road,Cheektowaga,14225,Erie,POINT (-78.7504 42.91467)
Summit Bank,333 Sawmill River Road,Elmford,10523,Westchester,POINT (-73.81569 41.06504)
"Summit Federal Credit Union, The",2290 Delaware Avenue,Buffalo,14216,Erie,POINT (-78.86887 42.94634)
"Summit Federal Credit Union, The",1400 Erie Boulevard East,Syracuse,13210,Onondaga,POINT (-76.12699 43.04981)
"Summit Federal Credit Union, The",2121 Hudson Avenue,Rochester,14617,Monroe,POINT (-77.60116 43.20674)
"Summit Federal Credit Union, The",5641 Transit Road,East Amherst,14051,Erie,POINT (-78.69598 43.00189)
"Summit Federal Credit Union, The",2146 Penfield Road,Penfield,14526,Monroe,POINT (-77.44452 43.13107)
"Summit Federal Credit Union, The",100 Marina Drive,Rochester,14626,Monroe,POINT (-77.60605 43.24905)
"Summit Federal Credit Union, The",123 Fall Street,Seneca Falls,13148,Seneca,POINT (-76.79867 42.91049)
"Summit Federal Credit Union, The",2087 East Henrietta Road,Rochester,14623,Monroe,POINT (-77.60654 43.0777)
"Summit Federal Credit Union, The",665 Moseley Road,Perinton,14450,Monroe,POINT (-77.443 43.06839)
"Summit Federal Credit Union, The",2315 East Main Street,Rochester,14609,Monroe,POINT (-77.54903 43.15908)
"Summit Federal Credit Union, The",1660 Monroe Avenue,Rochester,14618,Monroe,POINT (-77.56897 43.13108)
"Summit Federal Credit Union, The",877 Route 13,Cortland,13045,Cortland,POINT (-76.21797 42.57413)
"Summit Federal Credit Union, The",5201 West Taft Road,North Syracuse,13212,Onondaga,POINT (-76.15627 43.12258)
"Summit Federal Credit Union, The",41 HOVEY SQUARE,HILTON,14468,Monroe,POINT (-77.79154 43.28903)
Sunmark Credit Union,3090 Route 50,Saratoga Springs,12866,Saratoga,POINT (-73.73838 43.10712)
Sunmark Credit Union,151 Vly Rd,Schenectady,12309,Schenectady,POINT (-73.8386 42.74383)
Sunmark Credit Union,1616 BROADWAY,SCHENECTADY,12306,Schenectady,POINT (-73.95904 42.80052)
Sunmark Credit Union,251 SARATOGA ROAD,GLENVILLE,12302,Schenectady,POINT (-73.93281 42.8701)
Sunmark Credit Union,2 TOWER WAY,CLIFTON PARK,12065,Saratoga,POINT (-73.76998 42.86216)
Sunmark Credit Union,1187 TROY SCHENECTADY ROAD,LATHAM,12110,Albany,POINT (-73.82126 42.7714)
Sunmark Credit Union,1300 Altamont Avenue,Rotterdam,12303,Schenectady,POINT (-73.94172 42.7866)
Sunmark Credit Union,267 Delaware Avenue,Delmar,12054,Albany,POINT (-73.82298 42.62629)
Sunmark Credit Union,2115 Western Avenue,Guilderland,12084,Albany,POINT (-73.89434 42.69938)
Sunmark Credit Union,207A GREEN STREET,HUDSON,12534,Columbia,POINT (-73.77118 42.24523)
Sunmark Credit Union,722 Hoosick Road,Troy,12180,Rensselaer,POINT (-73.64469 42.74357)
Sunmark Credit Union,24 Trieble Avenue,Ballston Spa,12020,Saratoga,POINT (-73.85125 43.04834)
Sunmark Credit Union,7 Moriah Road,Glenmont,12077,Albany,POINT (-73.786 42.61153)
Sunmark Credit Union,573 North Greenbush Rd,Rensselaer,12144,Rensselaer,POINT (-73.69657 42.64907)
Sunmark Credit Union,3563 Mohegan Ave,Mohegan Lake,10547,Westchester,POINT (-73.85333 41.3219)
Sunnyside FS & LA of Irvington,56 Main Street,Irvington,10533,Westchester,POINT (-73.86962 41.03941)
Syracuse Federal Credit Union,117 Groton Avenue,Cortland,13045,Cortland,POINT (-76.1901 42.601)
Syracuse Fire Department Employees Federal Credit Union,211 Wilkinson Street,Syracuse,13204,Onondaga,POINT (-76.16262 43.05042)
TD Bank N.A.,150-38 Northern Boulevard,Queens,11354,Queens,POINT (-73.81365 40.76514)
TD Bank N.A.,391 Jericho Turnpike,Jericho,11853,Nassau,POINT (-73.53584 40.7941)
TD Bank N.A.,1100 Old County Road,Plainview,11803,Nassau,POINT (-73.46659 40.77742)
TD Bank N.A.,100 West 125th Street,New York,10027,New York,POINT (-73.94578 40.80789)
TD Bank N.A.,460 Pulaski Road,Greenlawn,11740,Suffolk,POINT (-73.36902 40.86369)
TD Bank N.A.,252 Atlantic Avenue,Brooklyn,11201,Kings,POINT (-73.99052 40.68908)
TD Bank N.A.,1 Veterans Memorial Plaza,Hewlett,11557,Nassau,POINT (-73.70151 40.63855)
TD Bank N.A.,175-30 Horace Harding Expy,Fresh Meadows,11365,Queens,POINT (-73.79333 40.73876)
TD Bank N.A.,460 Park Avenue South,New York,10016,New York,POINT (-73.98286 40.74505)
TD Bank N.A.,6102 8th ave,Brooklyn,11220,New York,POINT (-74.01027 40.63479)
TD Bank N.A.,1110 Third Avenue,New York,10065,New York,POINT (-73.96374 40.76539)
TD Bank N.A.,500 Baychester Ave,Bronx,10475,Bronx,POINT (-73.83149 40.86913)
TD Bank N.A.,1633 Broadway,New York,10019,New York,POINT (-73.98392 40.76164)
TD Bank N.A.,2819 Church Ave,Brooklyn,11226,Bronx,POINT (-73.95062 40.65076)
TD Bank N.A.,200 Hofstra University,Hempstead,11549,Nassau,POINT (-73.59929 40.71589)
TD Bank N.A.,949 Flatbush Avenue,Brooklyn,11226,Kings,POINT (-73.95822 40.64838)
TD Bank N.A.,85-10 Northern Blvd.,Jackson Heights,11372,Queens,POINT (-73.88223 40.7556)
TD Bank N.A.,460 Park Ave,New York,10016,New York,POINT (-73.98286 40.74505)
TD Bank N.A.,5224 5th Ave,Brooklyn,11220,Bronx,POINT (-74.01191 40.64356)
TD Bank N.A.,340 Court Street,Brooklyn,11231,Kings,POINT (-73.99581 40.68252)
TD Bank N.A.,2-4 Flatbush Avenue,Brooklyn,11217,Kings,POINT (-73.98093 40.68887)
TD Bank N.A.,250 CANAL STREET,NEW YORK,10013,New York,POINT (-74.00031 40.71827)
TD Bank N.A.,475 Port Washington Boulevard,Port Washington,11050,Nassau,POINT (-73.68179 40.82355)
TD Bank N.A.,1600 Forest Avenue,Staten Island,10302,Richmond,POINT (-74.14149 40.62464)
TD Bank N.A.,46 Third Avenue,New York,10003,New York,POINT (-73.9892 40.73052)
TD Bank N.A.,320 Route 25A,Rocky Point,11778,Suffolk,POINT (-72.9452 40.94462)
TD Bank N.A.,319 Glen Head Road,Glen Head,11545,Nassau,POINT (-73.61602 40.83666)
TD Bank N.A.,162-02 Cross Bay Boulevard,Howard Beach,11414,Queens,POINT (-73.83867 40.65394)
TD Bank N.A.,824 Central Park Avenue,Scarsdale,10583,Westchester,POINT (-73.8187 40.99502)
TD Bank N.A.,119-25 Liberty Avenue,Richmond Hill,11418,Queens,POINT (-73.82334 40.68655)
TD Bank N.A.,90 Broad Hollow Road,Farmingdale,11735,Nassau,POINT (-73.42931 40.71175)
TD Bank N.A.,174 South Highland Avenue,Ossining,10562,Westchester,POINT (-73.86096 41.14745)
TD Bank N.A.,281 West 230th Street,Bronx,10463,Bronx,POINT (-73.90904 40.87939)
TD Bank N.A.,122 Greenwich Avenue,New York,10011,New York,POINT (-74.00273 40.7393)
TD Bank N.A.,290 Merrick Rd,Rockville Centre,11570,Nassau,POINT (-73.64466 40.65572)
TD Bank N.A.,1104 Avenue J,Brooklyn,11230,Kings,POINT (-73.96497 40.6248)
TD Bank N.A.,2400 Broadway,New York,10024,New York,POINT (-73.97525 40.78975)
TD Bank N.A.,1820 Central Park Avenue,Yonkers,10710,Westchester,POINT (-73.84079 40.96098)
TD Bank N.A.,9001 Flatlands Avenue,Brooklyn,11236,Kings,POINT (-73.90579 40.64035)
TD Bank N.A.,555 Madison Avenue,New York,10022,New York,POINT (-73.973 40.7614)
TD Bank N.A.,5650 Main Street,Flushing,11355,Queens,POINT (-73.82654 40.74698)
TD Bank N.A.,765 Manhattan Avenue,Brooklyn,11222,Kings,POINT (-73.9526 40.72697)
TD Bank N.A.,1623 Flatbush Avenue,Brooklyn,11210,Kings,POINT (-73.94537 40.63086)
TD Bank N.A.,655 Avenue of the Americas,New York,10010,New York,POINT (-73.99398 40.74129)
TD Bank N.A.,2 Great Neck Road,Great Neck,11021,Nassau,POINT (-73.72607 40.78628)
TD Bank N.A.,3798 Broadway,New York,10032,New York,POINT (-73.94441 40.83453)
TD Bank N.A.,95-25 Queens Boulevard,Queens,11374,Queens,POINT (-73.8639 40.7309)
TD Bank N.A.,474 Portion Road,Lake Ronkonkoma,11779,Nassau,POINT (-73.09329 40.82961)
TD Bank N.A.,6628 18th Avenue,Brooklyn,11204,Kings,POINT (-73.99143 40.61791)
TD Bank N.A.,1765 Crosby Avenue,Bronx,10461,Bronx,POINT (-73.83221 40.84676)
TD Bank N.A.,148 Fordham Road,Bronx,10468,Bronx,POINT (-73.89768 40.86243)
TD Bank N.A.,371 East 149th Street,Bronx,10455,Bronx,POINT (-73.91867 40.81633)
TD Bank N.A.,175 Varick Street,New York,10014,New York,POINT (-74.00554 40.72736)
TD Bank N.A.,244-05 Northern Boulevard,Little Neck,11362,Queens,POINT (-73.74205 40.76554)
TD Bank N.A.,4941 Broadway,New York,10034,New York,POINT (-73.92093 40.86778)
TD Bank N.A.,1200 Wantagh Avenue,Wantagh,11793,Nassau,POINT (-73.50803 40.69316)
TD Bank N.A.,593 Third Avenue,New York,10016,New York,POINT (-73.97593 40.74872)
TD Bank N.A.,957 Marcy Avenue,Brooklyn,11216,Kings,POINT (-73.94634 40.68038)
TD Bank N.A.,1709 Third Avenue,New York,10128,New York,POINT (-73.94947 40.78501)
TD Bank N.A.,1031 First Avenue,New York,10022,New York,POINT (-73.96313 40.75805)
TD Bank N.A.,953 Third Avenue,New York,10022,New York,POINT (-73.96742 40.76039)
TD Bank N.A.,Five Penn Plaza,New York,10001,New York,POINT (-73.99365 40.75194)
TD Bank N.A.,1144 Walt Whitman Road,Melville,11747,Suffolk,POINT (-73.41633 40.79152)
TD Bank N.A.,125 Park Avenue,New York,10017,New York,POINT (-73.97779 40.75173)
TD Bank N.A.,314 Grand Street,New York,10002,New York,POINT (-73.99094 40.71727)
TD Bank N.A.,2144 Third Avenue,New York,10035,New York,POINT (-73.93945 40.79873)
TD Bank N.A.,1133 Madison Avenue,New York,10028,New York,POINT (-73.95945 40.77998)
TD Bank N.A.,490 Myrtle Avenue,Fort Greene,11205,Kings,POINT (-73.96543 40.69338)
TD Bank N.A.,202 West 23rd Street,New York,10011,New York,POINT (-73.99581 40.74417)
TD Bank N.A.,2063 Ralph Avenue,Brooklyn,11234,Kings,POINT (-73.91751 40.62717)
TD Bank N.A.,76-02 Main Street,Kew Gardens,11367,Queens,POINT (-73.81993 40.72233)
TD Bank N.A.,148-08 Cross Island Parkway,Whitestone,11357,Queens,POINT (-73.81596 40.78716)
TD Bank N.A.,150-50 Hillside Avenue,Jamaica,11423,Queens,POINT (-73.80474 40.70715)
TD Bank N.A.,950 Broadway,New York,10010,New York,POINT (-73.98931 40.7409)
TD Bank N.A.,1946 Campus Drive,Hyde Park,12538,Dutchess,POINT (-73.93267 41.74666)
TD Bank N.A.,3540 White Plains Road,Bronx,10467,Bronx,POINT (-73.86574 40.87811)
TD Bank N.A.,2636 University Ave,Bronx,10468,Bronx,POINT (-73.90123 40.86806)
TD Bank N.A.,6 East 167th St,bronx,10452,Bronx,POINT (-73.92186 40.83595)
TD Bank N.A.,721 East Tremont Ave,bronx,10457,Bronx,POINT (-73.8904 40.84505)
TD Bank N.A.,120 East 188th Street,Bronx,10468,Bronx,POINT (-73.89885 40.86186)
TD Bank N.A.,2479 Grand Concourse,Bronx,10468,Bronx,POINT (-73.89761 40.86192)
TD Bank N.A.,482-484 Bergen Street,Brooklyn,11217,Kings,POINT (-73.9753 40.68084)
TD Bank N.A.,1505 Westchester Ave,bronx,10472,Bronx,POINT (-73.8798 40.82854)
TD Bank N.A.,269 5TH AVENUE,PARK SLOPE,11215,Kings,POINT (-73.98213 40.67419)
TD Bank N.A.,2700 Coney Island Avenue,Brooklyn,11235,Kings,POINT (-73.96058 40.59034)
TD Bank N.A.,275 South Main Street (New City),Clarkstown,10956,Rockland,POINT (-73.99121 41.13767)
TD Bank N.A.,275 West Merrick Road,Valley Stream,11580,Nassau,POINT (-73.70751 40.6679)
TD Bank N.A.,2831 Broadway,New York,10025,New York,POINT (-73.96711 40.80378)
TD Bank N.A.,285 Mamaroneck Avenue,White Plains,10605,Westchester,POINT (-73.76341 41.02588)
TD Bank N.A.,300 West 125th Street,New York,10027,New York,POINT (-73.95152 40.81032)
TD Bank N.A.,31-04 Ditmars Boulevard,Astoria,11105,Queens,POINT (-73.91044 40.77596)
TD Bank N.A.,31-90 Steinway Street,Astoria,11103,Queens,POINT (-73.91891 40.75909)
TD Bank N.A.,3222 Sunrise Highway,Wantagh,11793,Nassau,POINT (-73.51092 40.67152)
TD Bank N.A.,350 West 31st Street,New York,10001,New York,POINT (-73.99672 40.75108)
TD Bank N.A.,3660 Lee Road,Jefferson Valley,10535,Westchester,POINT (-73.80908 41.33252)
TD Bank N.A.,372 Jericho Turnpike,Floral Park,11001,Nassau,POINT (-73.69644 40.72996)
TD Bank N.A.,3755 East Tremont Avenue,Bronx,10465,Bronx,POINT (-73.82153 40.82607)
TD Bank N.A.,401 Fifth Avenue,New York,10016,New York,POINT (-73.98343 40.75)
TD Bank N.A.,4126 Merrick Road,Massapequa,11758,Nassau,POINT (-73.48036 40.66663)
TD Bank N.A.,425 Route 347,Hauppauge,11788,Suffolk,POINT (-73.19975 40.82922)
TD Bank N.A.,4401 Amboy Road,Staten Island,10312,Richmond,POINT (-74.1623 40.54491)
TD Bank N.A.,4526 13th Avenue,Borough Park,11219,Kings,POINT (-73.99024 40.63681)
TD Bank N.A.,38-19 Main Street,Flushing,11354,Queens,POINT (-73.83051 40.76034)
TD Bank N.A.,188-10 Hillside Avenue,Hollis,11423,Queens,POINT (-73.77318 40.71505)
TD Bank N.A.,45 Melville Park Road,Melville,11747,Suffolk,POINT (-73.41421 40.77698)
TD Bank N.A.,1873 Broadway,New York,10023,New York,POINT (-73.98225 40.77055)
TD Bank N.A.,131 East 23rd Street,New York,10010,New York,POINT (-73.98494 40.73958)
TD Bank N.A.,1866 Westchester Avenue,Bronx,10472,Bronx,POINT (-73.86296 40.83286)
TD Bank N.A.,2195 Flatbush Avenue,Brooklyn,11234,Kings,POINT (-73.92998 40.61679)
TD Bank N.A.,101 S Ridge Street,Rye Brook,10573,Westchester,POINT (-73.68184 41.00398)
TD Bank N.A.,524 WEST 57TH STREET,NEW YORK,10019,New York,POINT (-73.98949 40.7695)
TD Bank N.A.,1633 Broadway,New York,10019,New York,POINT (-73.98392 40.76164)
TD Bank N.A.,166 Chambers Street,New York,10007,New York,POINT (-74.01072 40.71619)
TD Bank N.A.,40 Fulton Street,New York,10038,New York,POINT (-74.00447 40.70799)
TD Bank N.A.,621 Lake Avenue,Saint James,11780,Suffolk,POINT (-73.15779 40.88647)
TD Bank N.A.,919 Second Avenue,New York,10017,New York,POINT (-73.9691 40.75409)
TD Bank N.A.,214-32 Jamaica Avenue,Queens Village,11428,Queens,POINT (-73.74263 40.71667)
TD Bank N.A.,2944 Gravesend Neck Rd,Brooklyn,11229,Kings,POINT (-73.94159 40.6003)
TD Bank N.A.,479 Montauk Highway,Bay Shore,11706,Nassau,POINT (-73.22845 40.7276)
TD Bank N.A.,451 Lexington Avenue,New York,10017,New York,POINT (-73.97473 40.75326)
TD Bank N.A.,97-17 Rockaway Boulevard,Ozone Park,11417,Queens,POINT (-73.84112 40.68035)
TD Bank N.A.,73-55 GRAND AVEUE,MASPETH,11378,Queens,POINT (-73.88824 40.73005)
TD Bank N.A.,21 East First Street,New York,10003,New York,POINT (-73.99106 40.72438)
TD Bank N.A.,910 Eighth Avenue,New York,10019,New York,POINT (-73.98415 40.76493)
TD Bank N.A.,182 Broadway,New York,10038,New York,POINT (-74.00966 40.71019)
TD Bank N.A.,1715 Bedford Avenue,Brooklyn,11225,Kings,POINT (-73.95697 40.66491)
TD Bank N.A.,885 Sixth Avenue,New York,10001,New York,POINT (-73.98889 40.74828)
TD Bank N.A.,540 Jericho Turnpike,Syosset,11791,Nassau,POINT (-73.49728 40.81049)
TD Bank N.A.,324 South Service Road,Melville,11747,Nassau,POINT (-73.41362 40.77913)
TD Bank N.A.,1230 Third Avenue,New York,10021,New York,POINT (-73.96087 40.7694)
TD Bank N.A.,252 PENINSULA BOULEVARD,HEMPSTEAD,11550,Nassau,POINT (-73.6228 40.70533)
TD Bank N.A.,2131 46th Avenue,Long Island City,11101,Queens,POINT (-73.94677 40.74594)
TD Bank N.A.,191 West Montauk Highway,Hampton Bays,11946,Suffolk,POINT (-72.54068 40.87195)
TD Bank N.A.,329 First Avenue,New York,10003,New York,POINT (-73.98023 40.73457)
TD Bank N.A.,1354 Hicksville Road,Massapequa,11758,Nassau,POINT (-73.47852 40.69173)
TD Bank N.A.,1240 First Avenue,New York,10065,New York,POINT (-73.95849 40.76441)
TD Bank N.A.,880 Third Avenue,New York,10022,New York,POINT (-73.96923 40.75791)
TD Bank N.A.,224 West 57th Street,New York,10019,New York,POINT (-73.98136 40.7661)
TD Bank N.A.,126 Page Avenue,Staten Island,10309,Richmond,POINT (-74.23535 40.52136)
TD Bank N.A.,444 Madison Avenue,New York,10022,New York,POINT (-73.97569 40.75774)
TD Bank N.A.,86 West Nesconset Highway,Port Jefferson,11776,Suffolk,POINT (-73.06241 40.91113)
TD Bank N.A.,701 West Montauk Highway,West Babylon,11704,Suffolk,POINT (-73.3493 40.68515)
TD Bank N.A.,229 East Sanford Boulevard,Mount Vernon,10550,Westchester,POINT (-73.82568 40.90094)
TD Bank N.A.,2178 Deer Park Avenue,Deer Park,11729,Suffolk,POINT (-73.33572 40.77502)
TD Bank N.A.,3560 Veterans Memorial Highway,Bohemia,11716,Suffolk,POINT (-73.11972 40.78644)
TD Bank N.A.,6 Main Street,East Islip,11730,Suffolk,POINT (-73.19107 40.73109)
TD Bank N.A.,104 Market Street,Nanuet,10954,Rockland,POINT (-74.01414 41.09687)
TD Bank N.A.,540-550 Jericho Turnpike,Mineola,11501,Nassau,POINT (-73.65687 40.74434)
TD Bank N.A.,550 Long Beach Boulevard,Long Beach,11561,Nassau,POINT (-73.65726 40.59122)
TD Bank N.A.,5555 Merrick Road,Massapequa,11758,Nassau,POINT (-73.43195 40.66993)
TD Bank N.A.,5801 Myrtle Avenue,Ridgewood,11385,Queens,POINT (-73.90129 40.70049)
TD Bank N.A.,582-586 Ninth Avenue,New York,10036,New York,POINT (-73.99251 40.75862)
TD Bank N.A.,6060 Brush Hollow Road,Westbury,11590,Nassau,POINT (-73.55875 40.77787)
TD Bank N.A.,61 Route 59,Suffern,10901,Rockland,POINT (-74.12912 41.11258)
TD Bank N.A.,210-212 Prospect Park SW,Brooklyn,11218,Kings,POINT (-73.97246 40.65163)
TD Bank N.A.,2109 Broadway,New York,10023,New York,POINT (-73.98161 40.78032)
TD Bank N.A.,211 Montague Street,Brooklyn,11201,Kings,POINT (-73.99088 40.69387)
TD Bank N.A.,216-10 Northern Boulevard,Bayside,11361,Queens,POINT (-73.76518 40.7607)
TD Bank N.A.,100-110 Hillside Avenue,New Hyde Park,11040,Nassau,POINT (-73.69966 40.73903)
TD Bank N.A.,Northern Boulevard,Old Westbury,11568,Nassau,
TD Bank N.A.,101-10 Metropolitan Avenue,Forest Hills,11375,Queens,POINT (-73.85118 40.71052)
TD Bank N.A.,1040 Jericho Turnpike,Huntington Station,11746,Suffolk,POINT (-73.37057 40.83497)
TD Bank N.A.,105 East Central Avenue,Pearl River,10965,Rockland,POINT (-74.01735 41.0597)
TD Bank N.A.,107 Chatsworth Avenue,Larchmont,10538,Westchester,POINT (-73.75802 40.93255)
TD Bank N.A.,108-36/50 Queens Boulevard,Forest Hills,11375,Queens,POINT (-73.84261 40.72063)
TD Bank N.A.,111 Mineola Avenue,Roslyn Heights,11577,Nassau,POINT (-73.65144 40.78851)
TD Bank N.A.,1120 Avenue of the Americas,New York,10036,New York,POINT (-73.9834 40.7558)
TD Bank N.A.,1122-1126 Kings Highway,Brooklyn,11229,Kings,POINT (-73.961771 40.607372)
TD Bank N.A.,115 Montauk Highway,Westhampton Beach,11978,Suffolk,POINT (-72.6464 40.8216)
TD Bank N.A.,116-24 Metropolitan Avenue,Richmond Hill,11418,Queens,POINT (-73.83507 40.70714)
TD Bank N.A.,145 Stewart Avenue,Bethpage,11714,Nassau,POINT (-73.48313 40.72418)
TD Bank N.A.,1470 Second Avenue,New York,10021,New York,POINT (-73.95617 40.7718)
TD Bank N.A.,1504 Third Avenue,New York,10028,New York,POINT (-73.95458 40.778)
TD Bank N.A.,1521 East Boston Post Road,Mamaroneck,10543,Westchester,POINT (-73.71541 40.95428)
TD Bank N.A.,1540 Hylan Boulevard,Staten Island,10305,Richmond,POINT (-74.08798 40.59118)
TD Bank N.A.,155 Canal Street,New York,10013,New York,POINT (-73.99638 40.71635)
TD Bank N.A.,1602-1606 Avenue U,Brooklyn,11229,Kings,POINT (-73.95526 40.59896)
TD Bank N.A.,1630 Shore Parwkay,Brooklyn,11214,Kings,POINT (-73.99959 40.59476)
TD Bank N.A.,6190 Jericho Turnpike,Commack,11725,Suffolk,POINT (-73.30041 40.84186)
TD Bank N.A.,6266 Fresh Pond Road,Ridgewood,11385,Queens,POINT (-73.90054 40.7122)
TD Bank N.A.,640 East Fordham Road,Bronx,10458,Bronx,POINT (-73.8837 40.85796)
TD Bank N.A.,650 Pelham Parkway South,Bronx,10462,Bronx,POINT (-73.86786 40.85664)
TD Bank N.A.,666 Broadway,New York,10012,New York,POINT (-73.99534 40.72712)
TD Bank N.A.,685 Third Avenue,New York,10017,New York,POINT (-73.97384 40.75159)
TD Bank N.A.,690 Hempstead Turnpike,Franklin Square,11010,Nassau,POINT (-73.66525 40.70695)
TD Bank N.A.,70-05 Northern Boulevard,Jackson Heights,11372,Queens,POINT (-73.8961 40.75472)
TD Bank N.A.,714 Smithtown Bypass,Smithtown,11787,Suffolk,POINT (-73.16847 40.84873)
TD Bank N.A.,73-14 37th Avenue,Jackson Heights,11372,Queens,POINT (-73.89209 40.74892)
TD Bank N.A.,78-11 QUEENS BOULEVARD,ELMHURST,11373,Queens,POINT (-73.88516 40.73845)
TD Bank N.A.,79-55 Metropolitan Avenue,Middle Village,11379,Queens,POINT (-73.87217 40.71348)
TD Bank N.A.,81 West Ramapo Road,Garnerville,10923,Rockland,POINT (-74.0101 41.19653)
TD Bank N.A.,82 South Liberty Drive,Stony Point,10980,Rockland,POINT (-73.98414 41.22229)
TD Bank N.A.,8206 Fifth Avenue,Brooklyn,11209,Kings,POINT (-74.02481 40.62418)
TD Bank N.A.,855 Franklin Avenue,Garden City,11533,Nassau,POINT (-73.63479 40.72742)
TD Bank N.A.,90 Fifth Avenue,New York,11011,New York,POINT (-73.99342 40.73627)
TD Bank N.A.,929 Huguenot Avenue,Staten Island,10312,Richmond,POINT (-74.19137 40.53179)
TD Bank N.A.,94-15 Northern Boulevard,Jackson Heights,11372,Queens,POINT (-73.87349 40.75715)
TD Bank N.A.,949 Horseblock Road,Farmingville,11738,Suffolk,POINT (-73.02343 40.83094)
TD Bank N.A.,987 Fourth Avenue,Brooklyn,11232,Kings,POINT (-74.00569 40.65259)
